,0
223,나의 첫 블렌더 는 모델링부터 애니메이션 영상 편집까지 할 수 있는 오픈소스 통합 DCG 소프트웨어인 블렌더 Blender 를 기반으로 DCG를 제작하는 일련의 과정을 설명하는 가이드 북입니다
224,블렌더에는 정말 다양한 기능들이 있어서 블렌더 하나만 있으면 전문가 수준의 작품을 제작할 수 있습니다
225,하지만 기능이 많은 만큼 학습해야 하는 양도 굉장히 많습니다
226,형태를 만드는 모델링뿐만 아니라 이미지를 붙이는 텍스처 맵핑 조명과 카메라 구도 등의 다양한 설정이 필요한 렌더링 등 초보자에게는 어려운 내용입니다
227,따라서 이 책에서는 DCG 제작 공부를 시작하는 초보자에게 필요한 블렌더의 핵심 기능을 다양한 실전 예제와 함께 설명합니다
228,갑자기 한 번에 멋진 작품을 만드는 것이 아니라 비교적 단순한 형태를 만드는 모델링부터 기본적인 애니메이션 제작까지 차근차근 흐름을 느끼면서 공부하기 바랍니다
229,이 책은 로직 프로를 처음 쓰는 사람도 천천히 따라 하기만 하면 노래를 만들 수 있는 로직 프로 입문자용 가이드북 입니다
230,필요 없는 기능은 과감히 버리고 꼭 필요한 기능들만 최신 버전으로 담았습니다
231,단순히 로직 프로라는 DAW 기능 설명에서 벗어나 실제 워크 플로우에 맞춘 구성 덕분에 초보자도 기본적인 사용법부터 레코딩 믹싱까지 충분히 다룰 수 있습니다
232,이 책이 필요한 독자
233,로직 프로로 녹음 및 편집을 하고 음원까지 발매하고 싶은 분
234,로직 프로를 차근차근 독학하는 싱어송라이터
235,로직 프로 및 DAW의 기본을 익히고 싶은 분
236,적용사례연구및코드예제를함께제공하는금융분야의 ML 및 AI를다루는 완전한 책
237,앞으로금융산업은머신러닝과데이터과학으로인해변화될것이다
238,이책은금융업계에서종사하는분석가 거래자 연구원 개발자 데이터엔지니어에게유익한머신러닝알고리즘구축법을다룬다
239,자연어처리와함께지도학습 비지도학습 강화학습에필요한머신러닝개념과 가지사례연구를살펴본다
240,또한헤지펀드 투자은행 핀테크회사등투자전문가로성장하기에필요한딥러닝기반의가이드를제공한다
241,포트폴리오관리 알고리즘거래 파생상품가격책정 이상거래탐지 자산가격예측 감정분석 챗봇개발에대해자세히설명한다
242,실무자가직면한실제문제를코드와예제를활용해해결할수있도록과학적솔루션을제공한다
243,투잡에 대한 관심이 나날이 커지고 있습니다
244,월급만으로는 팍팍한 삶을 벗어나기 어렵기 때문입니다
245,그렇다면 어떻게 월급 외 수익을 만들 수 있을까요 누구나 할 수 있는 가장 확실한 방법은 바로 블로그 를 하는 것입니다
246,많은 분들이 파워블로거만 돈을 벌 수 있다고 생각하지만 그렇지 않습니다
247,평범한 블로거들도 충분히 수익을 낼 수 있습니다
248,다만 어떻게 시작해야 하는지 알려주는 사람이 없기 때문에 몰라서 못 하는 것뿐입니다
249,이 책은 제휴마케팅 체험단 활동 원고료 기자단 등 블로그를 활용해 돈을 벌 수 있는 여러 가지 방법들을 알려줍니다
250,또한 검색 알고리즘부터 키워드를 잡는 법 실전 글쓰기 꿀팁까지 년간 블로그를 운영하며 알게 된 저자의 핵심 노하우가 다 담겨 있습니다
251,방법만 제대로 배우면 누구나 할 수 있는 것이 바로 블로그 투잡입니다
252,책을 따라 하다 보면 어느새 삶의 여유를 되찾은 여러분을 발견하게 되실 겁니다
253,데이터를 다루는 사람이라면 혹은 회사에서 엑셀을 다루는 사람이라면 한 번쯤 이런 생각이 들 것이다
254,이 무의미하고 귀찮고 반복되는 일을 쉽게 처리할 방법이 없을까 바로 그 해결 방법이 피벗 테이블 이다
255,피벗 테이블만 잘해도 회사 문제의 는 해결할 수 있다
256,된다 최반장의 실무 엑셀 with 피벗 테이블 은 이러한 문제 인식에서 시작한다
257,인프런의 최반장의 피벗 테이블 마스터 클래스 와 엑셀 입문 강의에서 추천 위 누적 수강생 만 명을 달성한 최반장 이 이런 고민을 해결해 준다
258,엉망으로 저장된 데이터를 정리하는 데이터 전처리 방법부터 피벗 테이블을 만들고 관리하는 요령 데이터를 차트와 그래프로 만들고 보고서와 대시보드까지 활용하는 일련의 과정을 친절하게 설명한다
259,년간 팀장으로 일하며 팀원에게 엑셀을 알려 주는 마음으로 이 책을 집필했다
260,엑셀 실무의 최전선에서 쌓아 온 저자만의 노하우가 담겨 있는 것도 이 책의 특징이다
261,그리고 책의 실습 부분에 QR코드를 넣어 무료 강의와 함께 볼 수 있게 만들었다
262,무려 개나 된다
263,무료 동영상 강의와 함께 책을 읽는다면 당신이 마주한 엑셀 실무 문제의 는 이미 해결된 것이다
264,픽셀 브러시와 벡터 브러시 라이브 브러시와 더불어
265,다른 앱과의 연계 작업까지
266,다양한 브러시를 사용해 일러스트의 표현력을 끌어올리자
267,어도비 프레스코 란 무엇인가요
268,프레스코를 이용해 어떤 작품을 만들 수 있나요
269,아이패드 애플펜슬 은 어떤 제품을 사용해야 하나요
270,어도비 프레스코에 더해 iPad 기종 간의 차이점 애플펜슬의 세대별 특징 등을 설명한다
271,크기 충전 방식 가격뿐만 아니라 레티나 Retina 디스플레이 측색 등 관련 업종에서 일했거나 크게 주의를 가지지 않았다면 몰랐을 정보를 함께 제공해 주고 있다
272,또 일러스트의 해상도 설정 방법과 그 이유를 소개한다
273,ppi 같이 자주 접해보지 않았을 용어에 대한 설명과 더불어 중간중간 벡터 데이터와 레스터 데이터가 그려지는 작동원리를 설명하고 컬러모드인 RGB CMYK에 어떠한 차이점이 있는지 밝히고 있다
274,프레스코에서 사용할 수 있는 제스처 터치 단축키 등의 보조 기능이나 픽셀 브러시 벡터 브러시 라이브 브러시 등의 사용 방법과 특징을 설명한다
275,한편 기본 번들로 구성된 브러시 외에도 kyle 브러시 등의 외부 브러시를 가져오는 법 그리고 자체적으로 브러시를 제작하는 법 등의 설명도 빠뜨리지 않고 담았다
276,총 장의 일러스트 제작방법을 상세하게 나타낸다
277,각 일러스트마다 작품의 특징뿐만 아니라 포인트 제작과정 주의점 등을 밝히고 있으며 다른 앱인 포토샵 Photoshop 일러스트레이터 Illustrator 등과 연계 작업하는 방법도 덧붙이고 있다
278,새롭게 추가된 기능도 소개한다
279,스트리밍 기능인 라이브스트림 Adobe가 운영하는 스트리밍 사이트 Behance 한컷 한컷을 동영상으로 만드는 타임랩스 파일을 클라우드 서버에 업로드하는 클라우드 스토리지 등 다양한 기능을 소개한다
280,이외에도 칼럼 등을 통해 새로 추가된 기능이나 아날로그 방식과 디지털 방식의 차이점 등에 대한 의견을 밝히고 있다
281,덧붙여 저자 자신의 작품 외에도 또 다른 프로 일러스트레이터인 이코마 사치코 의 작품을 함께 실었다
282,특히 아날로그 방식으로 주로 작업했던 이코마 사치코와의 대담을 실어 일본 일러스트레이터의 현황과 이후 나아가게 될 방향 그리고 아날로그 방식과 디지털 방식을 대하는 각자의 관점 등을 밝히고 있다
283,출판사의 사정에 따라 서비스가 변경 또는 중지될 수 있습니다
284,윈도우 의 경우 사운드 연결이 없을시 동영상 재생에 오류가 발생할 수 있습니다
285,이어폰 스피커 등이 연결되어 있는지 확인 하시고 재생하시기 바랍니다
286,출판사의 사정에 따라 서비스가 변경 또는 중지될 수 있습니다
287,윈도우 의 경우 사운드 연결이 없을시 동영상 재생에 오류가 발생할 수 있습니다
288,이어폰 스피커 등이 연결되어 있는지 확인 하시고 재생하시기 바랍니다
289,년 대한민국학술원 선정 교육부 우수학술도서
290,출판사의 사정에 따라 서비스가 변경 또는 중지될 수 있습니다
291,윈도우 의 경우 사운드 연결이 없을시 동영상 재생에 오류가 발생할 수 있습니다
292,이어폰 스피커 등이 연결되어 있는지 확인 하시고 재생하시기 바랍니다
293,스벨트의 장점과 기능 기존 프런트엔드 프레임워크와의 차이점 그리고 스벨트가 실전 프로젝트에 어떻게 사용되는지 소개한다
294,또한 실제 백엔드 서버가 있는 환경에서 Todo 서비스 와 SNS 서비스 를 효과적으로 구현한다
295,이 과정에서 단순히 하나의 프레임워크를 익히는 것을 넘어 컴포넌트 상태값 비동기통신 등 프런트엔드 개발자라면 알아야 하는 기본기를 익힐 수 있다
296,이 책을 통해 스벨트 문법을 체계적으로 공부하고 간결한 코드로 웹 프런트엔드를 빠르게 개발해 나가며 스벨트의 매력을 제대로 느껴볼 수 있을 것이다
297,이 책을 통해 얻을 수 있는 것
298,Svelte 프레임워크 활용 및 응용 스킬
299,프런트엔드 개발 과정에 대한 전반적인 이해
300,화살표함수 map filter 등 모던 자바스크립트 문법의 이해
301,axios를 이용해 백엔드 서버와 효율적으로 통신하는 방법
302,토큰을 이용해 인증과정을 프런트엔드에 적용하는 방법
303,SNS 서비스 제작을 통한 실전 개발 프로젝트 경험
304,rollup
305,자바스크립트 번들러의 이해
306,무한스크롤 폼검증 쉬운날짜보기 등 실무에 바로 적용 가능한 프런트엔드 스킬
307,이 책은 초등학생부터 청소년까지 쉽고 체계적으로 파이썬 코딩을 배울 수 있는 책입니다
308,데이터 조건문 변수 반복문 함수 라이브러리 등 개념 이해부터 코드 실습 연습 문제 단계 구성으로 차근차근 따라 할 수 있도록 안내합니다
309,기본 개념을 배운 후에는 터틀 그래픽으로 그림을 그려보고 마지막으로는 불꽃을 발사해서 몹을 물리치는 게임을 직접 만들어 봅니다
310,블록 코딩을 끝낸 뒤 텍스트 코딩을 본격적으로 배우고 싶다면 이 책으로 시작해 보세요
311,파이썬 설치부터 활용 방법 기본 개념을 꼼꼼하게 자세하게 알려줘요
312,파이썬은 무엇이며 어떻게 사용하는지 차근차근 알아봅니다
313,현직 교사가 집필하여 아이들의 눈높이에서 개념 설명부터 코드 실습 연습 문제까지 단계별로 짚어줍니다
314,아이들이 좋아하는 캐릭터와 판타지 스토리텔링을 따라가다 보면 데이터 조건문 반복문 변수 같은 파이썬 기본 개념과 자연스레 친해질 수 있습니다
315,배운 내용을 응용하고 발전시켜 봐요
316,앞에서 배운 기본 문법을 응용하여 코딩 문제를 풀어 보고 터틀 라이브러리를 사용해서 멋진 마법진도 그려 봅니다
317,딕셔너리 리스트 등 심화된 내용도 차근차근 따라 한다면 어렵지 않아요
318,나만의 파이썬 게임을 만들어 봐요
319,파이게임 라이브러리를 사용하여 나만의 게임을 만들어 봅니다
320,캐릭터 상하좌우 이동부터 투명 마법 몹 등장 불꽃 공격 소리 효과 등 게임 제작의 기본적인 과정을 재밌게 실습해 봅니다
321,누구를 위한 책인가요
322,블록 코딩을 배우고 처음으로 텍스트 코딩을 배우려는 초등 학년 중등 학년
323,코딩을 쉽게 배우고 싶은 모든 사람
324,대시보드 Dashboard 란 데이터 분석으로부터 얻어낸 중요한 발견들을 한눈에 직관적으로 파악할 수 있도록 다양한 차트를 디자인 원칙에 따라 구성해 놓은 일종의 시각적 리포트다
